observation_id,timestamp,source,airline,origin,destination,flight_date,booking_date,fare_class,fare_type,base_fare,taxes,fees,total_fare,currency,stops,duration,baggage,availability
OBS000439,2026-02-23T00:00:00,mmt,Akasa,BLR,HYD,2026-02-25,2026-02-23,Economy,Refundable,5126.58,615.19,248.83,5990.6,INR,0,2.08,20kg,True
OBS000440,2026-02-02T00:00:00,goibibo,SpiceJet,BLR,HYD,2026-02-22,2026-02-02,PremiumEconomy,NonRefundable,4615.79,553.89,172.4,5342.08,INR,0,2.26,25kg,True
OBS000441,2026-02-20T00:00:00,goibibo,Akasa,BLR,HYD,2026-02-25,2026-02-20,Economy,NonRefundable,5393.55,647.23,355.4,6396.18,INR,0,4.25,15kg,True
OBS000442,2026-02-17T00:00:00,airline_site,IndiGo,BLR,HYD,2026-02-22,2026-02-17,Economy,Refundable,5543.53,665.22,189.0,6397.75,INR,0,4.07,20kg,True
OBS000443,2026-01-02T00:00:00,cleartrip,AirIndia,BLR,HYD,2026-02-11,2026-01-02,Economy,Refundable,4691.35,562.96,267.8,5522.11,INR,0,3.01,25kg,True
OBS000444,2026-01-14T00:00:00,goibibo,Akasa,BLR,HYD,2026-02-23,2026-01-14,Economy,NonRefundable,4291.58,514.99,317.07,5123.64,INR,0,1.4,15kg,True
OBS000445,2026-01-23T00:00:00,cleartrip,Vistara,BLR,HYD,2026-02-02,2026-01-23,Economy,Refundable,4833.48,580.02,247.16,5660.66,INR,0,4.06,25kg,False
OBS000446,2026-01-29T00:00:00,airline_site,Vistara,BLR,HYD,2026-02-08,2026-01-29,PremiumEconomy,Refundable,4820.25,578.43,277.14,5675.82,INR,0,1.86,20kg,True
OBS000447,2026-01-31T00:00:00,mmt,IndiGo,BLR,HYD,2026-02-02,2026-01-31,PremiumEconomy,NonRefundable,5738.35,688.6,272.48,6699.43,INR,0,3.26,15kg,True
OBS000448,2026-02-25T00:00:00,goibibo,IndiGo,BLR,HYD,2026-02-26,2026-02-25,PremiumEconomy,Refundable,5305.55,636.67,306.45,6248.67,INR,0,2.33,20kg,True
OBS000449,2025-12-25T00:00:00,mmt,SpiceJet,BLR,HYD,2026-02-03,2025-12-25,Economy,Refundable,3897.56,467.71,303.11,4668.38,INR,1,4.4,25kg,True
OBS000450,2026-01-26T00:00:00,mmt,Akasa,BLR,HYD,2026-02-15,2026-01-26,Economy,Refundable,5215.96,625.92,182.94,6024.82,INR,0,3.47,25kg,True
OBS000451,2025-12-06T00:00:00,cleartrip,IndiGo,BLR,HYD,2026-02-14,2025-12-06,Economy,Refundable,5108.93,613.07,379.28,6101.28,INR,0,3.97,15kg,True
OBS000452,2026-02-20T00:00:00,goibibo,SpiceJet,BLR,HYD,2026-02-25,2026-02-20,PremiumEconomy,NonRefundable,5971.59,716.59,370.03,7058.21,INR,0,1.7,15kg,True
OBS000453,2026-02-03T00:00:00,mmt,Akasa,BLR,HYD,2026-02-05,2026-02-03,Economy,Refundable,6659.77,799.17,304.24,7763.18,INR,0,2.39,25kg,False
OBS000454,2026-01-16T00:00:00,goibibo,Vistara,BLR,HYD,2026-02-05,2026-01-16,Economy,NonRefundable,4762.25,571.47,361.53,5695.25,INR,1,2.76,15kg,True
OBS000455,2026-02-07T00:00:00,goibibo,AirIndia,BLR,HYD,2026-02-08,2026-02-07,Economy,Refundable,4511.54,541.39,381.36,5434.29,INR,0,1.78,20kg,False
OBS000456,2026-02-18T00:00:00,mmt,SpiceJet,BLR,HYD,2026-02-23,2026-02-18,PremiumEconomy,Refundable,5801.7,696.2,366.69,6864.59,INR,1,3.58,20kg,True
OBS000457,2026-02-16T00:00:00,mmt,Akasa,BLR,HYD,2026-02-17,2026-02-16,PremiumEconomy,Refundable,4697.32,563.68,160.6,5421.6,INR,1,2.9,25kg,True
OBS000458,2026-02-02T00:00:00,cleartrip,Vistara,BLR,HYD,2026-02-07,2026-02-02,PremiumEconomy,Refundable,5439.39,652.73,259.89,6352.01,INR,1,2.17,15kg,True
OBS000459,2025-12-07T00:00:00,mmt,Akasa,BLR,HYD,2026-02-15,2025-12-07,Economy,NonRefundable,4489.58,538.75,275.16,5303.49,INR,1,2.27,15kg,True
OBS000460,2026-01-10T00:00:00,goibibo,IndiGo,MAA,DEL,2026-02-19,2026-01-10,PremiumEconomy,NonRefundable,4382.48,525.9,373.95,5282.33,INR,0,3.57,15kg,True
OBS000461,2025-12-26T00:00:00,goibibo,Akasa,MAA,DEL,2026-02-04,2025-12-26,Economy,NonRefundable,4181.94,501.83,280.95,4964.72,INR,1,1.34,15kg,True
OBS000462,2025-12-11T00:00:00,mmt,AirIndia,MAA,DEL,2026-02-19,2025-12-11,Economy,Refundable,4614.24,553.71,314.88,5482.83,INR,0,2.58,20kg,False
OBS000463,2026-01-01T00:00:00,airline_site,Akasa,MAA,DEL,2026-02-10,2026-01-01,PremiumEconomy,Refundable,4832.56,579.91,390.11,5802.58,INR,1,2.84,20kg,True
OBS000464,2026-02-10T00:00:00,goibibo,SpiceJet,MAA,DEL,2026-02-20,2026-02-10,PremiumEconomy,NonRefundable,5518.96,662.27,209.47,6390.7,INR,0,3.18,15kg,True
OBS000465,2026-02-13T00:00:00,airline_site,AirIndia,MAA,DEL,2026-02-18,2026-02-13,Economy,Refundable,4734.16,568.1,356.31,5658.57,INR,0,1.32,15kg,True
OBS000466,2026-02-10T00:00:00,goibibo,AirIndia,MAA,DEL,2026-02-11,2026-02-10,Economy,NonRefundable,5010.01,601.2,162.26,5773.47,INR,0,4.39,25kg,True
OBS000467,2026-02-01T00:00:00,airline_site,SpiceJet,MAA,DEL,2026-02-02,2026-02-01,Economy,NonRefundable,5430.25,651.63,374.38,6456.26,INR,1,1.64,25kg,True
OBS000468,2026-01-22T00:00:00,mmt,AirIndia,MAA,DEL,2026-02-11,2026-01-22,Economy,Refundable,4190.97,502.92,253.44,4947.33,INR,0,2.8,25kg,True
OBS000469,2026-01-25T00:00:00,cleartrip,AirIndia,MAA,DEL,2026-02-14,2026-01-25,PremiumEconomy,NonRefundable,4668.4,560.21,293.79,5522.4,INR,1,3.87,25kg,True
OBS000470,2026-02-18T00:00:00,airline_site,IndiGo,MAA,DEL,2026-02-23,2026-02-18,Economy,NonRefundable,4856.37,582.76,394.81,5833.94,INR,0,3.63,15kg,False
OBS000471,2026-02-13T00:00:00,airline_site,AirIndia,MAA,DEL,2026-02-14,2026-02-13,PremiumEconomy,NonRefundable,5108.49,613.02,309.38,6030.89,INR,0,2.22,25kg,True
OBS000472,2026-02-24T00:00:00,cleartrip,Vistara,MAA,DEL,2026-02-25,2026-02-24,PremiumEconomy,Refundable,5863.74,703.65,178.46,6745.85,INR,0,1.84,20kg,False
OBS000473,2025-12-08T00:00:00,goibibo,Akasa,MAA,DEL,2026-02-16,2025-12-08,PremiumEconomy,NonRefundable,4697.13,563.66,188.85,5449.64,INR,1,4.26,15kg,True
OBS000474,2026-01-10T00:00:00,airline_site,AirIndia,MAA,DEL,2026-02-19,2026-01-10,PremiumEconomy,NonRefundable,4550.35,546.04,319.55,5415.94,INR,0,4.4,20kg,True
OBS000475,2026-02-01T00:00:00,goibibo,AirIndia,MAA,DEL,2026-02-11,2026-02-01,Economy,NonRefundable,4263.04,511.56,292.75,5067.35,INR,0,3.54,20kg,False
OBS000476,2026-01-24T00:00:00,cleartrip,SpiceJet,MAA,DEL,2026-02-03,2026-01-24,PremiumEconomy,Refundable,4253.18,510.38,369.26,5132.82,INR,0,1.78,20kg,True
OBS000477,2026-02-23T00:00:00,goibibo,Akasa,MAA,DEL,2026-02-25,2026-02-23,Economy,Refundable,5712.72,685.53,156.23,6554.48,INR,0,4.25,25kg,True
OBS000478,2026-02-20T00:00:00,airline_site,Akasa,MAA,DEL,2026-02-25,2026-02-20,Economy,Refundable,4886.09,586.33,185.82,5658.24,INR,0,2.72,25kg,True
OBS000479,2026-01-27T00:00:00,airline_site,Vistara,MAA,DEL,2026-02-01,2026-01-27,PremiumEconomy,Refundable,5683.95,682.07,298.57,6664.59,INR,0,2.92,25kg,True
OBS000480,2026-01-12T00:00:00,mmt,Vistara,MAA,DEL,2026-02-01,2026-01-12,Economy,Refundable,4280.51,513.66,339.62,5133.79,INR,0,2.11,20kg,False
OBS000481,2026-02-21T00:00:00,airline_site,AirIndia,MAA,DEL,2026-02-22,2026-02-21,PremiumEconomy,NonRefundable,5350.31,642.04,178.62,6170.97,INR,0,1.67,25kg,True
OBS000482,2026-02-17T00:00:00,cleartrip,Akasa,MAA,DEL,2026-02-19,2026-02-17,PremiumEconomy,NonRefundable,5565.07,667.81,192.82,6425.7,INR,0,1.63,20kg,True
OBS000483,2026-01-25T00:00:00,goibibo,Akasa,MAA,DEL,2026-02-04,2026-01-25,PremiumEconomy,NonRefundable,5157.84,618.94,194.75,5971.53,INR,0,3.9,25kg,True
OBS000484,2025-12-17T00:00:00,mmt,IndiGo,MAA,DEL,2026-02-25,2025-12-17,PremiumEconomy,Refundable,4633.29,555.99,266.42,5455.7,INR,1,2.22,25kg,False
OBS000485,2026-02-14T00:00:00,cleartrip,Vistara,MAA,DEL,2026-02-16,2026-02-14,PremiumEconomy,Refundable,5542.71,665.12,373.93,6581.76,INR,0,3.8,20kg,False
OBS000486,2026-02-15T00:00:00,airline_site,Vistara,MAA,DEL,2026-02-16,2026-02-15,PremiumEconomy,NonRefundable,5308.28,636.99,166.34,6111.61,INR,0,2.13,20kg,True
OBS000487,2026-02-16T00:00:00,airline_site,Vistara,MAA,DEL,2026-02-17,2026-02-16,PremiumEconomy,NonRefundable,4820.36,578.44,176.75,5575.55,INR,1,1.99,15kg,True
OBS000488,2026-02-06T00:00:00,mmt,Akasa,MAA,DEL,2026-02-16,2026-02-06,PremiumEconomy,NonRefundable,5115.52,613.86,166.51,5895.89,INR,0,3.0,15kg,True
OBS000489,2026-01-13T00:00:00,goibibo,IndiGo,MAA,DEL,2026-02-22,2026-01-13,PremiumEconomy,NonRefundable,5242.84,629.14,293.55,6165.53,INR,0,3.91,15kg,True
OBS000490,2026-02-12T00:00:00,goibibo,Vistara,MAA,DEL,2026-02-13,2026-02-12,PremiumEconomy,Refundable,5854.35,702.52,299.56,6856.43,INR,0,1.92,15kg,True
OBS000491,2026-02-23T00:00:00,goibibo,AirIndia,MAA,DEL,2026-02-25,2026-02-23,Economy,NonRefundable,5070.26,608.43,222.88,5901.57,INR,0,3.08,25kg,True
OBS000492,2026-01-05T00:00:00,cleartrip,IndiGo,MAA,DEL,2026-02-14,2026-01-05,Economy,NonRefundable,4171.62,500.59,395.65,5067.86,INR,0,4.01,15kg,True
OBS000493,2026-02-17T00:00:00,airline_site,Vistara,MAA,DEL,2026-02-18,2026-02-17,Economy,Refundable,5938.25,712.59,394.67,7045.51,INR,1,3.52,20kg,True
OBS000494,2026-02-03T00:00:00,mmt,AirIndia,DEL,MAA,2026-02-13,2026-02-03,PremiumEconomy,Refundable,4752.86,570.34,258.8,5582.0,INR,0,3.03,20kg,False
OBS000495,2026-01-31T00:00:00,airline_site,IndiGo,DEL,MAA,2026-02-05,2026-01-31,Economy,NonRefundable,5692.27,683.07,183.57,6558.91,INR,1,4.42,15kg,True
OBS000496,2025-12-27T00:00:00,goibibo,Akasa,DEL,MAA,2026-02-05,2025-12-27,PremiumEconomy,Refundable,4472.86,536.74,351.49,5361.09,INR,1,2.88,25kg,False
OBS000497,2026-02-08T00:00:00,goibibo,AirIndia,DEL,MAA,2026-02-13,2026-02-08,PremiumEconomy,NonRefundable,5151.35,618.16,151.86,5921.37,INR,0,1.31,15kg,False
OBS000498,2026-02-18T00:00:00,goibibo,IndiGo,DEL,MAA,2026-02-23,2026-02-18,Economy,NonRefundable,5509.35,661.12,178.29,6348.76,INR,1,2.91,25kg,True
OBS000499,2026-01-29T00:00:00,cleartrip,Akasa,DEL,MAA,2026-02-08,2026-01-29,Economy,NonRefundable,4367.91,524.15,317.18,5209.24,INR,0,2.75,25kg,False
OBS000500,2026-01-10T00:00:00,cleartrip,Vistara,DEL,MAA,2026-02-19,2026-01-10,PremiumEconomy,Refundable,4094.04,491.28,232.88,4818.2,INR,0,3.49,25kg,True
OBS000501,2025-12-16T00:00:00,mmt,Akasa,DEL,MAA,2026-02-24,2025-12-16,Economy,NonRefundable,4363.84,523.66,268.29,5155.79,INR,0,2.15,15kg,True
OBS000502,2026-02-16T00:00:00,cleartrip,Vistara,DEL,MAA,2026-02-17,2026-02-16,Economy,NonRefundable,5295.82,635.5,362.86,6294.18,INR,0,4.03,15kg,True
OBS000503,2026-02-18T00:00:00,cleartrip,AirIndia,DEL,MAA,2026-02-20,2026-02-18,PremiumEconomy,Refundable,5873.77,704.85,314.79,6893.41,INR,1,1.8,25kg,True
OBS000504,2026-02-10T00:00:00,mmt,SpiceJet,DEL,MAA,2026-02-11,2026-02-10,PremiumEconomy,NonRefundable,4979.51,597.54,391.84,5968.89,INR,0,3.38,25kg,True
OBS000505,2026-01-18T00:00:00,airline_site,IndiGo,DEL,MAA,2026-02-07,2026-01-18,Economy,NonRefundable,4449.03,533.88,310.57,5293.48,INR,1,2.77,20kg,True
OBS000506,2026-01-04T00:00:00,goibibo,Vistara,DEL,MAA,2026-02-13,2026-01-04,Economy,NonRefundable,4153.14,498.38,326.4,4977.92,INR,0,2.15,20kg,False
OBS000507,2026-02-17T00:00:00,cleartrip,SpiceJet,DEL,MAA,2026-02-22,2026-02-17,PremiumEconomy,NonRefundable,5685.36,682.24,160.25,6527.85,INR,0,2.08,15kg,True
OBS000508,2026-02-01T00:00:00,mmt,Akasa,DEL,MAA,2026-02-21,2026-02-01,Economy,NonRefundable,4352.1,522.25,247.79,5122.14,INR,0,2.23,15kg,True
OBS000509,2026-02-26T00:00:00,goibibo,Vistara,DEL,MAA,2026-02-27,2026-02-26,Economy,NonRefundable,5548.98,665.88,175.98,6390.84,INR,0,1.84,15kg,True
OBS000510,2026-01-13T00:00:00,mmt,Akasa,DEL,MAA,2026-02-02,2026-01-13,Economy,Refundable,4493.6,539.23,314.15,5346.98,INR,0,4.03,15kg,False
OBS000511,2025-12-14T00:00:00,airline_site,AirIndia,DEL,MAA,2026-02-22,2025-12-14,PremiumEconomy,NonRefundable,4856.0,582.72,391.79,5830.51,INR,1,3.38,15kg,False
OBS000512,2025-12-01T00:00:00,cleartrip,Vistara,DEL,MAA,2026-02-09,2025-12-01,Economy,Refundable,4208.85,505.06,256.75,4970.66,INR,0,3.76,20kg,False
OBS000513,2026-02-10T00:00:00,airline_site,SpiceJet,DEL,MAA,2026-02-11,2026-02-10,Economy,NonRefundable,5314.68,637.76,194.48,6146.92,INR,0,3.33,15kg,True
OBS000514,2025-12-10T00:00:00,airline_site,SpiceJet,DEL,MAA,2026-02-18,2025-12-10,PremiumEconomy,Refundable,5136.81,616.42,257.81,6011.04,INR,0,1.44,25kg,True
OBS000515,2026-02-15T00:00:00,airline_site,IndiGo,DEL,MAA,2026-02-25,2026-02-15,PremiumEconomy,NonRefundable,5193.14,623.18,313.22,6129.54,INR,0,3.51,20kg,True
OBS000516,2026-01-08T00:00:00,goibibo,SpiceJet,DEL,MAA,2026-02-17,2026-01-08,PremiumEconomy,NonRefundable,4530.88,543.71,384.98,5459.57,INR,0,2.98,15kg,False
OBS000517,2025-12-15T00:00:00,cleartrip,Vistara,DEL,MAA,2026-02-23,2025-12-15,PremiumEconomy,NonRefundable,4515.35,541.84,283.83,5341.02,INR,0,3.29,25kg,True
OBS000518,2026-01-23T00:00:00,cleartrip,IndiGo,DEL,MAA,2026-02-12,2026-01-23,PremiumEconomy,NonRefundable,4302.34,516.28,363.34,5181.96,INR,0,1.78,15kg,False
OBS000519,2026-02-20T00:00:00,cleartrip,SpiceJet,DEL,MAA,2026-02-22,2026-02-20,Economy,NonRefundable,5160.88,619.31,176.69,5956.88,INR,0,1.66,15kg,True
OBS000520,2026-02-04T00:00:00,goibibo,IndiGo,DEL,MAA,2026-02-24,2026-02-04,PremiumEconomy,NonRefundable,4821.24,578.55,209.62,5609.41,INR,1,4.39,15kg,True
OBS000521,2026-02-10T00:00:00,mmt,Akasa,DEL,MAA,2026-02-11,2026-02-10,PremiumEconomy,Refundable,4996.78,599.61,251.38,5847.77,INR,0,4.25,15kg,True
OBS000522,2026-01-07T00:00:00,airline_site,AirIndia,DEL,MAA,2026-02-16,2026-01-07,Economy,Refundable,4969.42,596.33,154.77,5720.52,INR,0,3.29,20kg,True
OBS000523,2026-01-26T00:00:00,airline_site,IndiGo,DEL,MAA,2026-02-15,2026-01-26,PremiumEconomy,Refundable,4710.54,565.26,354.45,5630.25,INR,0,3.85,20kg,True
OBS000524,2025-12-18T00:00:00,goibibo,Vistara,DEL,MAA,2026-02-26,2025-12-18,Economy,Refundable,4902.51,588.3,395.55,5886.36,INR,0,3.96,15kg,True
OBS000525,2026-02-17T00:00:00,goibibo,AirIndia,DEL,MAA,2026-02-19,2026-02-17,PremiumEconomy,Refundable,5178.21,621.39,185.31,5984.91,INR,1,2.0,25kg,True
OBS000526,2025-11-26T00:00:00,goibibo,AirIndia,BOM,DEL,2026-02-04,2025-11-26,Economy,NonRefundable,4176.41,501.17,361.84,5039.42,INR,0,1.22,15kg,True
OBS000527,2026-01-14T00:00:00,goibibo,AirIndia,BOM,DEL,2026-02-23,2026-01-14,Economy,Refundable,3816.37,457.96,323.38,4597.71,INR,0,2.93,20kg,True
OBS000528,2026-01-17T00:00:00,mmt,SpiceJet,BOM,DEL,2026-02-06,2026-01-17,Economy,NonRefundable,3889.18,466.7,322.92,4678.8,INR,0,2.58,25kg,True
OBS000529,2026-02-06T00:00:00,mmt,SpiceJet,BOM,DEL,2026-02-07,2026-02-06,Economy,NonRefundable,5877.36,705.28,304.73,6887.37,INR,0,1.84,15kg,False
OBS000530,2026-02-14T00:00:00,airline_site,IndiGo,BOM,DEL,2026-02-16,2026-02-14,PremiumEconomy,NonRefundable,4674.25,560.91,189.94,5425.1,INR,0,2.63,20kg,False
OBS000531,2026-02-01T00:00:00,airline_site,SpiceJet,BOM,DEL,2026-02-02,2026-02-01,Economy,Refundable,4769.83,572.38,193.97,5536.18,INR,0,3.58,25kg,True
OBS000532,2026-02-12T00:00:00,cleartrip,AirIndia,BOM,DEL,2026-02-14,2026-02-12,Economy,NonRefundable,3896.88,467.63,336.77,4701.28,INR,0,1.52,25kg,False
OBS000533,2026-02-26T00:00:00,goibibo,IndiGo,BOM,DEL,2026-02-28,2026-02-26,PremiumEconomy,Refundable,4571.26,548.55,267.75,5387.56,INR,0,4.26,20kg,True
OBS000534,2026-02-08T00:00:00,mmt,Vistara,BOM,DEL,2026-02-13,2026-02-08,PremiumEconomy,Refundable,4762.86,571.54,184.1,5518.5,INR,0,1.62,25kg,True
OBS000535,2026-02-07T00:00:00,cleartrip,AirIndia,BOM,DEL,2026-02-09,2026-02-07,PremiumEconomy,Refundable,5088.79,610.66,254.56,5954.01,INR,0,3.11,25kg,True
OBS000536,2026-01-24T00:00:00,goibibo,AirIndia,BOM,DEL,2026-02-03,2026-01-24,PremiumEconomy,NonRefundable,4524.07,542.89,364.24,5431.2,INR,0,1.25,20kg,True
OBS000537,2026-02-03T00:00:00,mmt,Akasa,BOM,DEL,2026-02-08,2026-02-03,Economy,NonRefundable,4342.46,521.1,381.87,5245.43,INR,0,1.33,20kg,True
OBS000538,2026-01-25T00:00:00,airline_site,SpiceJet,BOM,DEL,2026-02-14,2026-01-25,PremiumEconomy,Refundable,4127.63,495.32,248.58,4871.53,INR,0,3.04,15kg,False
OBS000539,2026-02-05T00:00:00,airline_site,SpiceJet,BOM,DEL,2026-02-07,2026-02-05,PremiumEconomy,Refundable,4584.79,550.18,399.74,5534.71,INR,1,4.03,25kg,True
OBS000540,2026-02-05T00:00:00,goibibo,AirIndia,BOM,DEL,2026-02-15,2026-02-05,PremiumEconomy,NonRefundable,4474.36,536.92,342.96,5354.24,INR,0,4.04,15kg,False
OBS000541,2026-02-18T00:00:00,mmt,IndiGo,BOM,DEL,2026-02-23,2026-02-18,PremiumEconomy,Refundable,4278.91,513.47,338.22,5130.6,INR,0,4.13,15kg,False
OBS000542,2026-02-02T00:00:00,cleartrip,Vistara,BOM,DEL,2026-02-12,2026-02-02,Economy,Refundable,4222.41,506.69,304.78,5033.88,INR,0,1.66,20kg,True
OBS000543,2026-02-17T00:00:00,mmt,AirIndia,BOM,DEL,2026-02-18,2026-02-17,PremiumEconomy,NonRefundable,4448.74,533.85,338.07,5320.66,INR,0,2.86,20kg,True
OBS000544,2026-02-01T00:00:00,goibibo,SpiceJet,BOM,DEL,2026-02-02,2026-02-01,Economy,NonRefundable,4314.49,517.74,243.2,5075.43,INR,0,2.69,20kg,True
OBS000545,2026-01-28T00:00:00,airline_site,IndiGo,BOM,DEL,2026-02-07,2026-01-28,Economy,NonRefundable,4568.5,548.22,194.7,5311.42,INR,0,3.5,20kg,True
OBS000546,2026-02-26T00:00:00,airline_site,Vistara,BOM,DEL,2026-02-28,2026-02-26,PremiumEconomy,Refundable,4959.87,595.18,280.17,5835.22,INR,1,2.34,20kg,True
OBS000547,2026-02-08T00:00:00,cleartrip,SpiceJet,BOM,DEL,2026-02-10,2026-02-08,PremiumEconomy,NonRefundable,5474.68,656.96,208.08,6339.72,INR,1,3.16,25kg,False
OBS000548,2026-02-10T00:00:00,cleartrip,AirIndia,BOM,DEL,2026-02-15,2026-02-10,PremiumEconomy,Refundable,4866.68,584.0,291.81,5742.49,INR,1,2.43,20kg,True
OBS000549,2026-01-31T00:00:00,mmt,Akasa,BOM,DEL,2026-02-05,2026-01-31,PremiumEconomy,Refundable,4384.03,526.08,304.66,5214.77,INR,0,3.97,25kg,True
OBS000550,2026-02-07T00:00:00,cleartrip,Akasa,CCU,DEL,2026-02-08,2026-02-07,Economy,NonRefundable,9308.04,1116.97,160.29,10585.3,INR,0,2.42,15kg,True
OBS000551,2026-02-17T00:00:00,mmt,Akasa,CCU,DEL,2026-02-22,2026-02-17,PremiumEconomy,Refundable,7726.82,927.22,262.11,8916.15,INR,0,2.54,20kg,True
OBS000552,2026-02-10T00:00:00,cleartrip,Vistara,CCU,DEL,2026-02-15,2026-02-10,PremiumEconomy,NonRefundable,7349.15,881.9,189.01,8420.06,INR,0,3.84,25kg,False
OBS000553,2026-01-02T00:00:00,airline_site,Vistara,CCU,DEL,2026-02-11,2026-01-02,Economy,NonRefundable,6968.67,836.24,160.02,7964.93,INR,0,2.67,15kg,True
OBS000554,2026-01-13T00:00:00,mmt,Vistara,CCU,DEL,2026-02-02,2026-01-13,Economy,Refundable,6901.66,828.2,310.33,8040.19,INR,0,2.98,20kg,True
OBS000555,2026-02-07T00:00:00,airline_site,Vistara,CCU,DEL,2026-02-17,2026-02-07,PremiumEconomy,Refundable,7071.8,848.62,301.27,8221.69,INR,1,2.42,20kg,True
OBS000556,2026-02-05T00:00:00,goibibo,Akasa,CCU,DEL,2026-02-10,2026-02-05,Economy,Refundable,7881.4,945.77,237.84,9065.01,INR,1,3.65,20kg,False
OBS000557,2026-02-08T00:00:00,goibibo,AirIndia,CCU,DEL,2026-02-10,2026-02-08,Economy,Refundable,8247.62,989.71,255.96,9493.29,INR,0,2.2,25kg,True
OBS000558,2026-01-14T00:00:00,airline_site,IndiGo,CCU,DEL,2026-02-03,2026-01-14,PremiumEconomy,NonRefundable,5216.59,625.99,339.03,6181.61,INR,1,1.78,20kg,True
OBS000559,2026-02-05T00:00:00,cleartrip,Akasa,CCU,DEL,2026-02-07,2026-02-05,PremiumEconomy,NonRefundable,7939.77,952.77,272.65,9165.19,INR,1,1.94,15kg,True
OBS000560,2026-02-04T00:00:00,goibibo,IndiGo,CCU,DEL,2026-02-09,2026-02-04,PremiumEconomy,NonRefundable,6970.05,836.41,389.01,8195.47,INR,0,2.82,25kg,True
OBS000561,2026-01-31T00:00:00,cleartrip,Akasa,CCU,DEL,2026-02-01,2026-01-31,PremiumEconomy,NonRefundable,7853.22,942.39,392.66,9188.27,INR,0,3.27,20kg,True
OBS000562,2026-01-23T00:00:00,airline_site,Vistara,CCU,DEL,2026-02-12,2026-01-23,Economy,Refundable,5910.63,709.28,333.24,6953.15,INR,0,2.25,25kg,True
OBS000563,2026-02-10T00:00:00,cleartrip,IndiGo,CCU,DEL,2026-02-12,2026-02-10,PremiumEconomy,NonRefundable,8238.86,988.66,309.06,9536.58,INR,0,2.9,25kg,True
OBS000564,2026-02-24T00:00:00,mmt,Akasa,CCU,DEL,2026-02-25,2026-02-24,PremiumEconomy,NonRefundable,7978.54,957.42,299.69,9235.65,INR,0,2.1,25kg,True
OBS000565,2026-01-15T00:00:00,cleartrip,Vistara,CCU,DEL,2026-02-04,2026-01-15,PremiumEconomy,NonRefundable,5665.28,679.83,153.22,6498.33,INR,0,4.24,15kg,True
OBS000566,2026-02-05T00:00:00,mmt,Akasa,CCU,DEL,2026-02-07,2026-02-05,Economy,NonRefundable,7136.42,856.37,275.85,8268.64,INR,1,4.22,15kg,True
OBS000567,2026-01-22T00:00:00,goibibo,Akasa,CCU,DEL,2026-02-01,2026-01-22,PremiumEconomy,Refundable,6416.53,769.98,184.75,7371.26,INR,0,1.29,15kg,True
OBS000568,2025-11-27T00:00:00,mmt,Vistara,CCU,DEL,2026-02-05,2025-11-27,Economy,Refundable,7167.2,860.06,323.56,8350.82,INR,0,4.44,20kg,True
OBS000569,2026-02-02T00:00:00,airline_site,IndiGo,CCU,DEL,2026-02-03,2026-02-02,Economy,NonRefundable,7948.15,953.78,160.63,9062.56,INR,0,4.2,15kg,True
OBS000570,2026-01-01T00:00:00,airline_site,IndiGo,CCU,DEL,2026-02-10,2026-01-01,Economy,Refundable,5648.95,677.87,152.57,6479.39,INR,0,3.41,15kg,True
OBS000571,2025-11-27T00:00:00,cleartrip,AirIndia,CCU,DEL,2026-02-05,2025-11-27,Economy,Refundable,6505.59,780.67,294.94,7581.2,INR,0,3.9,15kg,True
OBS000572,2026-02-21T00:00:00,mmt,Akasa,CCU,DEL,2026-02-23,2026-02-21,Economy,Refundable,7192.79,863.13,391.07,8446.99,INR,0,4.24,25kg,False
OBS000573,2026-01-03T00:00:00,mmt,Vistara,CCU,DEL,2026-02-12,2026-01-03,PremiumEconomy,NonRefundable,6040.76,724.89,389.44,7155.09,INR,0,2.9,20kg,True
OBS000574,2026-02-20T00:00:00,airline_site,Akasa,CCU,DEL,2026-02-25,2026-02-20,Economy,NonRefundable,7056.13,846.74,180.9,8083.77,INR,0,3.53,25kg,True
OBS000575,2026-02-01T00:00:00,cleartrip,SpiceJet,BLR,BOM,2026-02-11,2026-02-01,Economy,NonRefundable,4454.93,534.59,300.1,5289.62,INR,0,4.45,20kg,True
OBS000576,2026-02-27T00:00:00,goibibo,Vistara,BLR,BOM,2026-02-28,2026-02-27,Economy,Refundable,4996.52,599.58,373.69,5969.79,INR,1,3.42,20kg,False
OBS000577,2026-01-08T00:00:00,airline_site,AirIndia,BLR,BOM,2026-02-17,2026-01-08,Economy,NonRefundable,3935.2,472.22,248.7,4656.12,INR,0,2.32,25kg,False
OBS000578,2026-02-02T00:00:00,goibibo,Vistara,BLR,BOM,2026-02-04,2026-02-02,PremiumEconomy,NonRefundable,4557.8,546.94,359.53,5464.27,INR,0,2.77,25kg,False
OBS000579,2026-01-27T00:00:00,cleartrip,SpiceJet,BLR,BOM,2026-02-16,2026-01-27,PremiumEconomy,Refundable,3908.23,468.99,177.01,4554.23,INR,0,1.3,25kg,True
OBS000580,2026-02-26T00:00:00,airline_site,AirIndia,BLR,BOM,2026-02-27,2026-02-26,PremiumEconomy,NonRefundable,5432.63,651.92,274.53,6359.08,INR,0,2.2,25kg,True
